Date,EVENT_TYPE,BEGIN_LAT,BEGIN_LON
2018-6-20,Flood,43.5,-89.4
2018-5-22,Marine Thunderstorm Wind,38.2,-76.8
2018-5-22,Marine Thunderstorm Wind,38.2,-76.0
2018-5-22,Marine Thunderstorm Wind,38.1,-75.8
2018-5-30,Flash Flood,38.1,-78.6
2018-5-30,Flash Flood,38.0,-78.6
2018-5-30,Flash Flood,38.0,-78.6
2018-5-15,Tornado,41.4,-73.0
2018-7-26,Hail,44.0,-104.2
2018-7-27,Hail,45.0,-104.4
2018-7-27,Hail,44.7,-104.1
2018-7-27,Thunderstorm Wind,44.5,-104.1
2018-7-28,Hail,43.7,-106.0
2018-7-28,Thunderstorm Wind,44.5,-105.8
2018-7-28,Thunderstorm Wind,44.4,-105.5
2018-7-28,Thunderstorm Wind,44.3,-105.4
2018-7-28,Thunderstorm Wind,44.0,-105.3
2018-7-27,Hail,43.1,-100.9
2018-7-22,Thunderstorm Wind,35.3,-78.1
2018-7-22,Hail,35.7,-79.8
2018-7-22,Lightning,35.8,-80.3
2018-4-3,Flood,39.6,-81.2
2018-7-27,Hail,44.5,-103.9
2018-4-4,Marine Thunderstorm Wind,36.1,-76.4
2018-7-24,Flood,40.6,-76.7
2018-7-23,Flash Flood,40.4,-76.7
2018-7-23,Flood,40.3,-76.7
2018-7-23,Flash Flood,41.2,-76.5
2018-10-23,Waterspout,41.5,-81.7
2018-10-23,Waterspout,41.5,-81.8
2018-7-21,Flash Flood,43.9,-103.5
2018-7-22,Thunderstorm Wind,35.8,-79.9
2018-7-22,Thunderstorm Wind,35.8,-79.6
2018-7-22,Thunderstorm Wind,35.8,-79.6
2018-6-4,Marine Thunderstorm Wind,26.6,-80.0
2018-6-5,Thunderstorm Wind,26.6,-80.1
2018-6-6,Marine Thunderstorm Wind,27.0,-80.9
2018-7-26,Flash Flood,38.1,-105.2
2018-7-26,Flash Flood,38.2,-105.1
2018-7-9,Hail,45.0,-103.2
2018-7-9,Thunderstorm Wind,45.0,-103.2
2018-7-9,Thunderstorm Wind,45.3,-102.3
2018-7-13,Hail,45.0,-105.4
2018-7-13,Hail,44.9,-105.4
2018-7-13,Hail,44.0,-105.7
2018-7-15,Hail,44.6,-105.3
2018-7-17,Flash Flood,44.6,-104.2
2018-7-17,Thunderstorm Wind,44.9,-104.6
2018-6-28,Thunderstorm Wind,34.9,-86.8
2018-6-28,Thunderstorm Wind,34.8,-86.6
2018-6-28,Thunderstorm Wind,34.8,-86.5
2018-6-28,Thunderstorm Wind,35.0,-86.5
2018-10-8,Flash Flood,39.2,-94.6
2018-10-8,Flash Flood,39.7,-93.8
2018-7-26,Flood,38.8,-77.5
2018-7-21,Thunderstorm Wind,36.4,-80.6
2018-7-22,Thunderstorm Wind,36.5,-79.8
2018-7-22,Thunderstorm Wind,36.4,-79.5
2018-7-22,Thunderstorm Wind,36.3,-80.2
2018-7-17,Thunderstorm Wind,44.6,-104.0
2018-7-29,Hail,38.1,-102.3
2018-7-29,Hail,38.1,-102.3
2018-7-29,Hail,38.1,-102.3
2018-7-29,Hail,37.9,-102.1
2018-7-29,Hail,38.1,-104.0
2018-7-29,Hail,38.1,-104.0
2018-7-29,Hail,38.1,-104.0
2018-7-7,Flash Flood,35.6,-78.7
2018-7-7,Flash Flood,35.7,-78.6
2018-7-14,Flash Flood,34.4,-112.3
2018-7-14,Flash Flood,34.5,-112.5
2018-7-14,Flash Flood,34.5,-112.4
2018-7-25,Flood,38.9,-77.6
2018-7-15,Thunderstorm Wind,39.0,-78.1
2018-5-14,Marine Thunderstorm Wind,38.3,-76.9
2018-7-24,Marine Thunderstorm Wind,38.9,-76.4
2018-7-24,Marine Thunderstorm Wind,39.2,-76.5
2018-7-21,Marine Thunderstorm Wind,30.4,-81.5
2018-7-22,Thunderstorm Wind,29.7,-82.0
2018-6-12,Thunderstorm Wind,37.2,-95.7
2018-6-30,Thunderstorm Wind,37.4,-97.1
2018-6-2,Thunderstorm Wind,30.8,-82.0
2018-6-2,Thunderstorm Wind,29.5,-81.4
2018-7-14,Debris Flow,37.5,-109.9
2018-6-30,Thunderstorm Wind,37.7,-97.3
2018-7-14,Flash Flood,36.7,-111.0
2018-5-18,Flood,38.4,-76.9
2018-5-12,Hail,39.3,-76.7
2018-5-14,Thunderstorm Wind,38.3,-78.4
2018-5-14,Thunderstorm Wind,39.2,-77.8
2018-7-29,Thunderstorm Wind,38.3,-98.2
2018-7-29,Thunderstorm Wind,38.4,-98.2
2018-7-29,Thunderstorm Wind,38.2,-98.2
2018-7-19,Heavy Rain,34.1,-111.3
2018-5-27,Flash Flood,39.3,-76.7
2018-5-2,Hail,43.0,-88.2
2018-5-2,Hail,42.7,-89.1
2018-5-4,Heavy Rain,43.2,-89.9
2018-5-4,Flood,43.5,-89.7
2018-5-21,Flash Flood,35.9,-78.7
2018-5-15,Hail,41.9,-74.8
2018-5-15,Hail,41.9,-74.8
2018-5-15,Hail,41.9,-74.9
2018-5-15,Thunderstorm Wind,41.9,-74.8
2018-5-15,Thunderstorm Wind,41.9,-74.8
2018-5-11,Hail,40.7,-98.4
2018-5-11,Hail,40.7,-99.1
2018-5-13,Hail,39.2,-99.0
2018-5-25,Hail,44.5,-96.4
2018-5-18,Thunderstorm Wind,40.9,-100.0
2018-5-2,Tornado,35.3,-97.4
2018-5-2,Tornado,35.0,-97.4
2018-5-2,Tornado,35.2,-97.0
2018-5-15,Hail,40.7,-78.9
2018-5-15,Hail,41.1,-78.8
2018-5-15,Thunderstorm Wind,41.4,-79.3
2018-5-15,Thunderstorm Wind,41.3,-79.2
2018-5-15,Thunderstorm Wind,40.7,-80.1
2018-5-15,Thunderstorm Wind,41.4,-79.1
2018-5-15,Thunderstorm Wind,41.3,-79.2
2018-5-15,Thunderstorm Wind,41.0,-79.4
2018-5-29,Flash Flood,31.9,-86.4
2018-5-1,Flood,45.2,-97.2
2018-5-1,Flood,44.8,-97.1
2018-5-1,Flood,45.9,-98.2
2018-5-10,Thunderstorm Wind,41.4,-75.9
2018-5-15,Thunderstorm Wind,41.4,-75.7
2018-5-17,Thunderstorm Wind,45.1,-100.8
2018-5-17,Thunderstorm Wind,44.7,-101.1
2018-5-3,Hail,41.8,-90.0
2018-5-3,Hail,42.3,-89.6
2018-5-3,Hail,42.4,-89.6
2018-5-12,Flood,40.9,-91.0
2018-5-25,Hail,41.5,-90.4
2018-5-25,Hail,42.4,-91.5
2018-5-25,Hail,42.0,-92.0
2018-5-26,Hail,41.8,-92.1
2018-5-30,Flash Flood,34.8,-83.8
2018-5-30,Flash Flood,34.6,-83.7
2018-5-30,Flash Flood,34.8,-83.8
2018-5-30,Flash Flood,34.6,-83.9
2018-7-10,Flash Flood,38.1,-117.2
2018-8-1,Debris Flow,38.8,-117.2
2018-8-2,Debris Flow,38.9,-115.7
2018-5-14,Tornado,27.2,-80.6
2018-3-22,Debris Flow,37.6,-120.1
2018-5-27,Marine Thunderstorm Wind,28.5,-80.2
2018-5-2,Hail,42.5,-88.4
2018-5-2,Hail,42.6,-88.4
2018-5-2,Hail,42.5,-88.4
2018-5-2,Hail,42.5,-88.3
2018-5-2,Hail,42.5,-88.3
2018-5-2,Hail,42.5,-88.3
2018-7-20,Thunderstorm Wind,36.3,-83.3
2018-7-20,Thunderstorm Wind,36.3,-83.8
2018-7-20,Thunderstorm Wind,36.5,-82.6
2018-7-20,Thunderstorm Wind,36.1,-83.9
2018-8-21,Flood,38.7,-77.9
2018-8-21,Flood,38.7,-77.8
2018-6-30,Thunderstorm Wind,37.3,-96.8
2018-6-30,Thunderstorm Wind,37.8,-97.2
2018-6-28,Thunderstorm Wind,30.0,-81.4
2018-6-28,Thunderstorm Wind,29.8,-82.5
2018-6-28,Heavy Rain,30.8,-82.0
2018-6-30,Funnel Cloud,29.2,-82.2
2018-6-2,Marine Thunderstorm Wind,31.1,-81.4
2018-6-3,Lightning,29.6,-82.4
2018-7-6,Thunderstorm Wind,36.2,-78.9
2018-7-6,Thunderstorm Wind,36.2,-78.9
2018-5-15,Marine Thunderstorm Wind,40.9,-73.7
2018-5-15,Marine Thunderstorm Wind,40.9,-73.6
2018-5-15,Hail,41.3,-73.2
2018-5-15,Thunderstorm Wind,41.2,-73.4
2018-5-15,Thunderstorm Wind,41.3,-73.1
2018-12-1,Thunderstorm Wind,36.3,-93.4
2018-6-2,Thunderstorm Wind,30.8,-83.0
2018-6-2,Thunderstorm Wind,31.2,-82.4
2018-6-2,Thunderstorm Wind,31.2,-82.4
2018-2-24,Flash Flood,35.9,-89.2
2018-7-2,Thunderstorm Wind,40.5,-78.0
2018-7-2,Thunderstorm Wind,40.6,-78.1
2018-7-2,Thunderstorm Wind,39.7,-79.2
2018-7-2,Flash Flood,40.5,-78.5
2018-7-4,Thunderstorm Wind,40.9,-77.6
2018-6-2,Thunderstorm Wind,36.1,-90.5
2018-6-2,Thunderstorm Wind,36.1,-91.0
2018-6-2,Thunderstorm Wind,35.6,-91.0
2018-6-2,Thunderstorm Wind,35.5,-91.0
2018-6-2,Thunderstorm Wind,35.5,-91.0
2018-6-22,Tornado,34.2,-87.1
2018-6-22,Tornado,34.8,-85.6
2018-6-26,Hail,37.8,-96.9
2018-6-2,Thunderstorm Wind,36.3,-91.1
2018-6-2,Thunderstorm Wind,35.9,-91.1
2018-7-25,Flood,39.6,-76.3
2018-6-26,Hail,37.7,-97.0
2018-6-26,Hail,37.8,-97.4
2018-6-26,Hail,37.5,-96.6
2018-6-26,Hail,37.6,-97.5
2018-6-26,Hail,37.6,-97.6
2018-6-26,Thunderstorm Wind,37.1,-96.2
2018-6-28,Thunderstorm Wind,34.6,-86.0
2018-6-28,Thunderstorm Wind,34.7,-86.2
2018-6-28,Thunderstorm Wind,34.3,-86.0
2018-6-28,Thunderstorm Wind,34.6,-86.0
2018-7-9,Heavy Rain,34.1,-111.0
2018-7-9,Thunderstorm Wind,34.9,-111.8
2018-7-11,Flash Flood,36.2,-112.7
2018-7-12,Flash Flood,36.2,-112.7
2018-6-21,Flood,29.5,-81.2
2018-5-31,Flash Flood,38.1,-78.9
2018-5-30,Flood,38.1,-78.9
2018-5-31,Flood,38.5,-78.3
2018-5-15,Thunderstorm Wind,40.9,-73.6
2018-5-31,Flood,38.7,-77.3
2018-5-31,Flood,38.6,-77.3
2018-5-31,Flood,38.7,-77.4
2018-5-21,Flash Flood,38.6,-78.9
2018-5-21,Flash Flood,38.6,-78.9
2018-5-21,Flood,38.7,-78.9
2018-5-22,Flood,38.9,-77.3
2018-5-30,Flash Flood,38.1,-78.6
2018-8-6,Hail,38.9,-104.9
2018-8-6,Hail,38.8,-104.9
2018-5-15,Tornado,41.5,-73.2
2018-5-15,Tornado,41.5,-73.7
2018-5-3,Thunderstorm Wind,41.1,-73.8
2018-5-3,Thunderstorm Wind,41.1,-73.7
2018-5-27,Marine Thunderstorm Wind,39.2,-76.5
2018-5-27,Marine Thunderstorm Wind,38.9,-76.4
2018-5-30,Flash Flood,38.2,-78.5
2018-5-30,Flash Flood,38.1,-78.6
2018-5-30,Flash Flood,38.3,-78.5
2018-7-27,Thunderstorm Wind,43.9,-103.7
2018-7-27,Hail,43.6,-103.6
2018-7-29,Thunderstorm Wind,45.6,-103.6
2018-7-29,Hail,43.1,-103.1
2018-7-29,Thunderstorm Wind,43.1,-103.1
2018-6-28,Thunderstorm Wind,35.9,-89.9
2018-7-31,Debris Flow,37.8,-119.1
2018-7-22,Thunderstorm Wind,36.2,-79.7
2018-7-22,Thunderstorm Wind,36.0,-78.9
2018-7-22,Thunderstorm Wind,36.3,-78.9
2018-7-22,Thunderstorm Wind,36.4,-79.0
2018-7-22,Thunderstorm Wind,35.2,-78.0
2018-7-22,Flash Flood,36.1,-80.2
2018-7-23,Flash Flood,35.1,-78.9
2018-7-29,Hail,44.3,-103.7
2018-7-29,Hail,44.2,-103.7
2018-7-29,Hail,44.1,-103.5
2018-7-29,Hail,43.4,-104.0
2018-7-27,Thunderstorm Wind,44.5,-103.9
2018-10-2,Hail,41.8,-80.1
2018-10-2,Hail,41.8,-80.1
2018-4-24,Marine Thunderstorm Wind,34.7,-76.5
2018-4-29,Hail,37.7,-101.5
2018-4-13,Hail,33.2,-96.6
2018-4-13,Hail,31.6,-97.2
2018-4-3,Hail,38.7,-87.5
2018-4-3,Thunderstorm Wind,32.7,-91.4
2018-10-31,Flash Flood,29.9,-96.9
2018-10-31,Flood,29.8,-97.0
2018-7-21,Hail,44.7,-105.4
2018-7-21,Hail,44.2,-105.5
2018-7-21,Hail,44.2,-105.4
2018-7-21,Hail,44.2,-105.4
2018-10-19,Flood,33.3,-96.8
2018-7-22,Thunderstorm Wind,35.8,-79.4
2018-7-22,Thunderstorm Wind,35.7,-79.6
2018-7-22,Thunderstorm Wind,35.9,-80.0
2018-7-12,Debris Flow,37.9,-118.4
2018-6-6,Marine Thunderstorm Wind,26.9,-80.1
2018-6-6,Marine Thunderstorm Wind,26.9,-80.1
2018-7-24,Heavy Rain,36.5,-79.7
2018-7-29,Heavy Rain,37.4,-81.1
2018-7-16,Hail,43.9,-103.6
2018-7-16,Hail,43.9,-103.6
2018-7-16,Hail,43.7,-103.5
2018-7-16,Thunderstorm Wind,43.2,-100.7
2018-7-16,Thunderstorm Wind,43.3,-100.5
2018-6-12,Waterspout,26.7,-80.0
2018-6-12,Thunderstorm Wind,26.7,-80.3
2018-6-13,Tornado,26.8,-80.6
2018-7-4,Lightning,30.2,-81.6
2018-7-16,Marine Thunderstorm Wind,39.2,-76.5
2018-7-23,Marine Thunderstorm Wind,39.0,-76.5
2018-7-19,Hail,38.6,-94.2
2018-7-19,Thunderstorm Wind,38.8,-93.6
2018-7-19,Thunderstorm Wind,38.7,-93.6
2018-7-17,Flash Flood,44.6,-104.1
2018-7-17,Thunderstorm Wind,43.3,-104.0
2018-7-18,Thunderstorm Wind,44.1,-103.2
2018-7-18,Hail,44.1,-103.1
2018-7-18,Hail,44.1,-103.1
2018-7-18,Thunderstorm Wind,44.1,-103.1
2018-7-18,Thunderstorm Wind,44.1,-103.1
2018-7-18,Thunderstorm Wind,43.8,-102.8
2018-7-29,Hail,38.1,-102.3
2018-7-17,Thunderstorm Wind,36.1,-79.3
2018-7-17,Thunderstorm Wind,36.1,-79.3
2018-7-17,Thunderstorm Wind,36.1,-79.4
2018-7-17,Thunderstorm Wind,35.3,-78.6
2018-7-29,Hail,39.0,-104.2
2018-7-29,Hail,39.1,-104.2
2018-7-29,Hail,39.0,-104.2
2018-7-17,Flash Flood,35.4,-78.8
2018-7-29,Thunderstorm Wind,38.1,-102.3
2018-7-11,Thunderstorm Wind,37.0,-78.5
2018-7-11,Thunderstorm Wind,37.0,-78.6
2018-7-11,Hail,37.0,-78.6
2018-7-11,Hail,36.9,-78.7
2018-7-23,Thunderstorm Wind,37.0,-79.8
2018-6-30,Thunderstorm Wind,37.7,-97.4
2018-6-30,Hail,38.2,-97.1
2018-6-30,Lightning,38.2,-97.1
2018-6-30,Thunderstorm Wind,37.2,-98.0
2018-7-31,Flash Flood,36.7,-80.0
2018-7-13,Heavy Rain,39.3,-120.2
2018-6-1,Thunderstorm Wind,34.4,-86.5
2018-6-23,Thunderstorm Wind,34.8,-87.7
2018-7-21,Thunderstorm Wind,35.4,-85.4
2018-5-15,Thunderstorm Wind,41.3,-73.0
2018-7-24,Flood,39.7,-76.8
2018-7-24,Flood,39.2,-76.7
2018-6-22,Thunderstorm Wind,34.1,-90.4
2018-7-25,Flash Flood,39.5,-77.0
2018-7-25,Flood,38.9,-76.9
2018-5-14,Thunderstorm Wind,38.8,-77.5
2018-5-22,Flood,38.9,-77.0
2018-5-15,Waterspout,28.7,-80.7
2018-7-21,Flood,39.0,-77.3
2018-7-21,Flash Flood,38.5,-77.1
2018-7-25,Flood,39.6,-77.0
2018-7-19,Flash Flood,34.4,-112.2
2018-7-19,Flash Flood,34.5,-111.8
2018-7-18,Flash Flood,35.4,-111.5
2018-7-15,Heavy Rain,35.8,-109.9
2018-5-15,Thunderstorm Wind,40.8,-74.1
2018-5-15,Thunderstorm Wind,41.0,-74.1
2018-5-15,Thunderstorm Wind,40.8,-74.2
2018-5-15,Thunderstorm Wind,41.0,-74.2
2018-5-15,Thunderstorm Wind,40.7,-74.3
2018-5-15,Thunderstorm Wind,41.0,-74.1
2018-5-15,Thunderstorm Wind,41.0,-74.0
2018-6-26,Tornado,37.8,-96.3
2018-6-3,Lightning,29.6,-82.4
2018-7-28,Lightning,35.8,-78.5
2018-2-25,Flood,40.3,-84.1
2018-5-15,Thunderstorm Wind,41.1,-73.5
2018-5-15,Thunderstorm Wind,41.5,-73.4
2018-7-29,Thunderstorm Wind,38.5,-98.5
2018-7-29,Thunderstorm Wind,38.2,-98.1
2018-5-15,Thunderstorm Wind,40.7,-74.2
2018-5-3,Heavy Rain,43.6,-88.7
2018-5-4,Heavy Rain,43.2,-90.1
2018-3-2,Debris Flow,37.6,-120.2
2018-5-25,Tornado,43.8,-93.8
2018-5-23,Hail,43.4,-103.1
2018-5-23,Hail,43.1,-102.6
2018-5-23,Hail,43.2,-102.5
2018-5-23,Hail,43.2,-102.3
2018-5-23,Hail,43.1,-102.4
2018-5-23,Thunderstorm Wind,43.8,-101.8
2018-5-23,Thunderstorm Wind,44.0,-101.9
2018-5-15,Thunderstorm Wind,41.6,-75.0
2018-5-28,Thunderstorm Wind,42.5,-76.3
2018-5-15,Thunderstorm Wind,41.8,-75.0
2018-5-28,Thunderstorm Wind,42.4,-76.3
2018-5-28,Thunderstorm Wind,42.5,-76.3
2018-5-28,Thunderstorm Wind,42.2,-76.5
2018-5-28,Thunderstorm Wind,42.2,-76.2
2018-5-23,Hail,39.9,-99.3
2018-5-23,Hail,39.8,-99.0
2018-5-3,Tornado,34.8,-96.8
2018-5-2,Thunderstorm Wind,34.2,-99.1
2018-5-2,Thunderstorm Wind,33.6,-98.4
2018-5-19,Tornado,34.9,-97.4
2018-5-15,Thunderstorm Wind,41.1,-79.3
2018-5-15,Thunderstorm Wind,41.1,-79.3
2018-5-15,Thunderstorm Wind,40.8,-79.0
2018-5-15,Hail,40.8,-80.9
2018-5-15,Hail,40.8,-80.8
2018-5-15,Thunderstorm Wind,39.7,-81.5
2018-5-15,Thunderstorm Wind,39.6,-81.2
2018-5-15,Thunderstorm Wind,39.6,-81.2
2018-3-14,Heavy Rain,35.5,-118.7
2018-5-17,Thunderstorm Wind,45.0,-100.3
2018-5-17,Thunderstorm Wind,44.7,-101.1
2018-5-25,Thunderstorm Wind,42.7,-90.9
2018-5-25,Thunderstorm Wind,42.5,-90.7
2018-5-26,Thunderstorm Wind,41.9,-91.9
2018-5-26,Thunderstorm Wind,41.6,-92.0
2018-5-26,Thunderstorm Wind,42.0,-91.7
2018-5-27,Hail,40.5,-91.2
2018-5-27,Hail,40.5,-91.2
2018-5-27,Thunderstorm Wind,40.6,-90.7
2018-5-27,Thunderstorm Wind,41.5,-90.5
2018-5-26,Hail,40.3,-90.9
2018-5-31,Hail,34.8,-85.1
2018-5-31,Thunderstorm Wind,34.7,-83.8
2018-5-31,Thunderstorm Wind,34.4,-84.2
2018-5-31,Thunderstorm Wind,34.2,-83.4
2018-5-16,Heavy Rain,39.4,-119.8
2018-5-16,Heavy Rain,40.7,-120.3
2018-5-19,Heavy Rain,39.6,-119.7
2018-3-22,Flash Flood,37.6,-120.4
2018-5-27,Marine Thunderstorm Wind,28.4,-80.6
2018-5-27,Marine Thunderstorm Wind,28.4,-80.6
2018-3-22,Flood,36.9,-119.8
2018-5-9,Tornado,43.2,-88.3
2018-5-15,Thunderstorm Wind,41.4,-73.7
2018-5-15,Thunderstorm Wind,41.2,-73.9
2018-5-15,Thunderstorm Wind,41.4,-73.6
2018-5-15,Thunderstorm Wind,41.3,-74.0
2018-5-15,Thunderstorm Wind,41.1,-73.9
2018-8-21,Flood,38.8,-77.6
2018-8-21,Flood,38.7,-77.8
2018-8-31,Flood,39.3,-76.7
2018-8-6,Thunderstorm Wind,36.3,-91.0
2018-8-6,Thunderstorm Wind,36.2,-91.0
2018-7-4,Thunderstorm Wind,35.9,-79.0
2018-7-4,Thunderstorm Wind,35.9,-79.2
2018-7-4,Thunderstorm Wind,35.9,-79.1
2018-7-21,Thunderstorm Wind,35.0,-85.1
2018-7-21,Thunderstorm Wind,35.0,-84.4
2018-7-21,Flood,35.4,-84.8
2018-7-6,Flash Flood,35.2,-84.7
2018-5-15,Thunderstorm Wind,41.5,-73.4
2018-5-15,Thunderstorm Wind,41.5,-73.5
2018-5-15,Thunderstorm Wind,41.4,-73.3
2018-12-27,Flood,35.2,-94.6
2018-6-2,Thunderstorm Wind,31.3,-82.2
2018-6-3,Hail,29.5,-82.4
2018-6-3,Hail,29.4,-82.4
2018-7-27,Thunderstorm Wind,35.4,-78.8
2018-7-28,Flash Flood,35.4,-78.0
2018-2-11,Flood,31.2,-85.5
2018-7-23,Thunderstorm Wind,41.7,-77.2
2018-7-23,Thunderstorm Wind,40.3,-76.7
2018-7-27,Thunderstorm Wind,40.2,-76.3
2018-6-2,Thunderstorm Wind,35.5,-91.0
2018-7-30,Thunderstorm Wind,37.1,-97.1
2018-7-30,Tornado,37.1,-97.1
2018-7-30,Thunderstorm Wind,37.3,-97.4
2018-7-30,Thunderstorm Wind,37.3,-97.4
2018-7-24,Flood,39.4,-76.7
2018-7-24,Flood,39.5,-76.6
2018-7-24,Flood,39.7,-76.8
2018-7-24,Flood,38.3,-76.6
2018-7-24,Flood,38.3,-76.7
2018-7-24,Flood,39.2,-76.6
2018-6-2,Thunderstorm Wind,35.6,-91.0
2018-6-2,Thunderstorm Wind,35.1,-90.8
2018-6-22,Thunderstorm Wind,34.9,-87.4
2018-6-22,Thunderstorm Wind,34.8,-87.9
2018-6-22,Thunderstorm Wind,34.8,-87.4
2018-6-26,Hail,38.0,-96.9
2018-6-18,Thunderstorm Wind,38.1,-97.9
2018-6-18,Thunderstorm Wind,38.1,-97.9
2018-6-18,Thunderstorm Wind,38.1,-97.9
2018-6-19,Thunderstorm Wind,38.8,-98.1
2018-6-19,Thunderstorm Wind,39.0,-98.0
2018-6-19,Thunderstorm Wind,38.8,-98.1
2018-6-19,Thunderstorm Wind,38.5,-98.8
2018-6-28,Thunderstorm Wind,34.7,-86.0
2018-6-28,Thunderstorm Wind,34.5,-85.9
2018-6-28,Thunderstorm Wind,34.5,-85.8
2018-6-28,Thunderstorm Wind,34.6,-86.0
2018-6-28,Thunderstorm Wind,34.7,-86.2
2018-6-28,Thunderstorm Wind,34.7,-86.1
2018-6-28,Thunderstorm Wind,34.2,-86.0
2018-6-23,Thunderstorm Wind,34.9,-87.7
2018-6-23,Thunderstorm Wind,34.9,-87.7
2018-7-4,Flood,39.4,-78.5
2018-7-11,Flood,38.1,-78.9
2018-7-11,Flood,38.1,-78.9
2018-7-2,Thunderstorm Wind,41.8,-79.0
2018-7-2,Thunderstorm Wind,40.4,-78.4
2018-6-26,Thunderstorm Wind,37.5,-95.8
2018-5-15,Thunderstorm Wind,40.8,-74.0
2018-5-15,Thunderstorm Wind,40.8,-73.8
2018-6-16,Hail,43.5,-89.5
2018-6-16,Hail,43.5,-89.5
2018-6-16,Hail,43.5,-89.5
2018-6-16,Hail,43.5,-89.5
2018-6-16,Hail,43.5,-89.5
2018-6-16,Thunderstorm Wind,43.5,-89.5
2018-5-31,Flood,38.7,-77.5
2018-5-12,Marine Thunderstorm Wind,39.3,-76.7
2018-5-12,Marine Thunderstorm Wind,39.2,-76.5
2018-5-12,Marine Thunderstorm Wind,39.3,-76.4
2018-5-12,Marine Thunderstorm Wind,39.0,-76.4
2018-5-12,Marine Thunderstorm Wind,39.0,-76.3
2018-5-31,Flood,38.1,-78.6
2018-5-30,Flash Flood,38.1,-78.6
2018-5-31,Flood,38.1,-78.6
2018-5-12,Marine Thunderstorm Wind,38.2,-76.8
2018-6-20,Flood,42.5,-88.2
2018-6-16,Heavy Rain,43.0,-89.3
2018-5-14,Marine Thunderstorm Wind,38.3,-76.5
2018-8-6,Hail,38.8,-104.9
2018-8-6,Hail,38.9,-104.9
2018-7-22,Thunderstorm Wind,35.3,-78.2
2018-7-29,Hail,43.4,-102.1
2018-7-29,Hail,43.4,-102.2
2018-7-29,Thunderstorm Wind,43.4,-102.2
2018-7-29,Tornado,43.3,-102.2
2018-7-29,Hail,44.5,-103.9
2018-7-29,Hail,44.5,-103.7
2018-7-27,Hail,44.5,-104.0
2018-7-27,Hail,44.5,-104.0
2018-7-27,Thunderstorm Wind,43.7,-103.2
2018-7-27,Thunderstorm Wind,43.2,-102.8
2018-7-27,Thunderstorm Wind,43.5,-103.0
2018-7-27,Hail,43.2,-102.8
2018-7-24,Tornado,38.8,-77.2
2018-4-3,Thunderstorm Wind,37.8,-83.0
2018-4-3,Thunderstorm Wind,37.6,-85.9
2018-4-3,Tornado,37.5,-86.3
2018-7-21,Debris Flow,38.7,-119.6
2018-6-28,Thunderstorm Wind,36.2,-88.4
2018-6-28,Thunderstorm Wind,36.3,-88.7
2018-6-28,Thunderstorm Wind,36.1,-88.1
2018-7-29,Flash Flood,37.4,-81.1
2018-7-23,Hail,38.2,-105.5
2018-7-23,Hail,39.0,-105.1
2018-7-25,Flash Flood,40.8,-76.2
2018-6-13,Waterspout,26.0,-80.1
2018-6-14,Funnel Cloud,26.2,-80.3
2018-6-14,Flood,25.8,-80.3
2018-7-23,Flash Flood,40.6,-76.2
2018-7-19,Hail,38.7,-93.5
2018-7-19,Thunderstorm Wind,39.8,-94.2
2018-7-19,Thunderstorm Wind,38.8,-93.7
2018-7-24,Flood,39.0,-77.3
2018-7-24,Flood,38.9,-77.3
2018-7-24,Flood,39.0,-77.3
2018-7-24,Flood,38.7,-77.2
2018-7-17,Thunderstorm Wind,35.4,-78.6
2018-7-17,Thunderstorm Wind,35.4,-78.6
2018-7-17,Thunderstorm Wind,35.4,-78.6
2018-7-18,Hail,43.9,-102.9
2018-7-18,Thunderstorm Wind,43.5,-102.5
2018-7-18,Hail,43.1,-100.3
2018-7-18,Thunderstorm Wind,43.7,-99.7
2018-7-17,Flash Flood,35.4,-78.8
2018-7-17,Flash Flood,35.5,-78.8
2018-7-24,Flash Flood,39.6,-76.8
2018-7-11,Thunderstorm Wind,37.2,-79.6
2018-7-11,Hail,37.2,-79.6
2018-7-11,Thunderstorm Wind,37.1,-78.6
2018-7-23,Thunderstorm Wind,37.1,-79.9
2018-7-27,Thunderstorm Wind,37.1,-78.6
2018-7-27,Hail,37.6,-78.4
2018-6-26,Hail,38.9,-99.0
2018-7-13,Heavy Rain,38.9,-120.1
2018-7-21,Heavy Rain,39.4,-119.7
2018-7-7,Heavy Rain,29.1,-82.1
2018-7-27,Thunderstorm Wind,38.8,-77.8
2018-7-27,Marine Thunderstorm Wind,38.0,-76.3
2018-7-27,Flood,39.3,-76.8
2018-5-3,Marine Thunderstorm Wind,41.1,-73.4
2018-5-4,Marine Thunderstorm Wind,39.3,-76.4
2018-5-22,Flood,38.7,-78.7
2018-5-14,Marine Thunderstorm Wind,38.5,-77.3
2018-5-21,Flash Flood,38.7,-78.9
2018-7-25,Flood,39.0,-77.4
2018-7-27,Thunderstorm Wind,43.0,-102.5
2018-12-28,Thunderstorm Wind,31.9,-104.8
2018-5-15,Thunderstorm Wind,41.4,-72.7
2018-5-15,Thunderstorm Wind,41.0,-74.0
2018-5-15,Thunderstorm Wind,41.1,-74.4
2018-8-21,Flood,39.0,-77.3
2018-8-21,Flood,39.2,-77.6
2018-8-21,Flood,39.1,-77.5
2018-8-21,Flood,38.7,-77.5
2018-8-21,Flood,38.8,-77.5
2018-5-15,Thunderstorm Wind,41.4,-73.1
2018-7-16,Flash Flood,34.9,-111.8
2018-7-16,Flash Flood,34.5,-110.1
